1,EM, ,Ken ,J ,Sanchez ,0,ken0@datasolutionsplatform.com,249,2
2,EM, ,Terri ,Lee ,Duffy ,1,terri0@datasolutionsplatform.com,293,2
3,EM, ,Roberto , ,Tamburello ,0,roberto0@datasolutionsplatform.com,224,2
4,EM, ,Rob , ,Walters ,0,rob0@datasolutionsplatform.com,11387,2
5,EM,Ms. ,Gail ,A ,Erickson ,0,gail0@datasolutionsplatform.com,190,2
6,EM,Mr. ,Jossef ,H ,Goldberg ,0,jossef0@datasolutionsplatform.com,286,2
7,EM, ,Dylan ,A ,Miller ,2,dylan0@datasolutionsplatform.com,49,2
8,EM, ,Diane ,L ,Margheim ,0,diane1@datasolutionsplatform.com,230,2
9,EM, ,Gigi ,N ,Matthew ,0,gigi0@datasolutionsplatform.com,187,2
10,EM, ,Michael , ,Raheem ,2,michael6@datasolutionsplatform.com,11386,2
11,EM, ,Ovidiu ,V ,Cracium ,0,ovidiu0@datasolutionsplatform.com,32505,2
12,EM, ,Thierry ,B ,D'Hers ,2,thierry0@datasolutionsplatform.com,1,2
13,EM,Ms. ,Janice ,M ,Galvin ,2,janice0@datasolutionsplatform.com,219,2
14,EM, ,Michael ,I ,Sullivan ,2,michael8@datasolutionsplatform.com,295,2
15,EM, ,Sharon ,B ,Salavaria ,2,sharon0@datasolutionsplatform.com,287,2
16,EM, ,David ,M ,Bradley ,1,david0@datasolutionsplatform.com,214,2
17,EM, ,Kevin ,F ,Brown ,2,kevin0@datasolutionsplatform.com,234,2
18,EM, ,John ,L ,Wood ,2,john5@datasolutionsplatform.com,209,2
19,EM, ,Mary ,A ,Dempsey ,1,mary2@datasolutionsplatform.com,174,2
20,EM, ,Wanida ,M ,Benshoof ,2,wanida0@datasolutionsplatform.com,191,2
21,EM, ,Terry ,J ,Eminhizer ,2,terry0@datasolutionsplatform.com,171,2
22,EM, ,Sariya ,E ,Harnpadoungsataya ,0,sariya0@datasolutionsplatform.com,233,2
23,EM, ,Mary ,E ,Gibson ,0,mary0@datasolutionsplatform.com,229,2
24,EM,Ms. ,Jill ,A ,Williams ,0,jill0@datasolutionsplatform.com,243,2
25,EM, ,James ,R ,Hamilton ,0,james1@datasolutionsplatform.com,63,2
26,EM, ,Peter ,J ,Krebs ,0,peter0@datasolutionsplatform.com,166,2
27,EM, ,Jo ,A ,Brown ,0,jo0@datasolutionsplatform.com,77,2
28,EM, ,Guy ,R ,Gilbert ,0,guy1@datasolutionsplatform.com,61,2
29,EM, ,Mark ,K ,McArthur ,1,mark1@datasolutionsplatform.com,218,2
30,EM, ,Britta ,L ,Simon ,0,britta0@datasolutionsplatform.com,155,2
31,EM, ,Margie ,W ,Shoop ,2,margie0@datasolutionsplatform.com,142,2
32,EM, ,Rebecca ,A ,Laszlo ,1,rebecca0@datasolutionsplatform.com,162,2
33,EM, ,Annik ,O ,Stahl ,0,annik0@datasolutionsplatform.com,108,2
34,EM, ,Suchitra ,O ,Mohan ,2,suchitra0@datasolutionsplatform.com,184,2
35,EM, ,Brandon ,G ,Heidepriem ,1,brandon0@datasolutionsplatform.com,212,2
36,EM, ,Jose ,R ,Lugo ,2,jose0@datasolutionsplatform.com,100,2
37,EM, ,Chris ,O ,Okelberry ,0,chris2@datasolutionsplatform.com,227,2
38,EM, ,Kim ,B ,Abercrombie ,2,kim1@datasolutionsplatform.com,90,2
39,EM, ,Ed ,R ,Dudenhoefer ,0,ed0@datasolutionsplatform.com,93,2
40,EM, ,JoLynn ,M ,Dobney ,1,jolynn0@datasolutionsplatform.com,92,2
41,EM, ,Bryan , ,Baker ,0,bryan0@datasolutionsplatform.com,69,2
42,EM, ,James ,D ,Kramer ,2,james0@datasolutionsplatform.com,67,2
43,EM, ,Nancy ,A ,Anderson ,1,nancy0@datasolutionsplatform.com,197,2
44,EM, ,Simon ,D ,Rapier ,0,simon0@datasolutionsplatform.com,84,2
45,EM, ,Thomas ,R ,Michaels ,1,thomas0@datasolutionsplatform.com,150,2
46,EM, ,Eugene ,O ,Kogan ,0,eugene1@datasolutionsplatform.com,85,2
